subscription_id,user_id,plan_type,monthly_revenue,tenure_months,is_churned,internet_service,total_revenue
telco_463,463,Month-to-month,101.15,4,1,Fiber optic,385.9
telco_464,464,Month-to-month,99.8,7,1,Fiber optic,673.25
telco_465,465,Two year,116.05,72,0,Fiber optic,8404.9
telco_466,466,Two year,40.05,70,0,DSL,2799.75
telco_467,467,Two year,102.1,64,0,Fiber optic,6538.45
telco_468,468,One year,89.7,72,0,Fiber optic,6588.95
telco_469,469,Two year,19.9,44,0,No,868.1
telco_470,470,Month-to-month,55.95,13,1,DSL,734.35
telco_471,471,One year,20.65,17,0,No,330.6
telco_472,472,Month-to-month,55.0,1,1,DSL,55.0
telco_473,473,Month-to-month,70.05,9,0,DSL,564.4
telco_474,474,Month-to-month,53.6,24,0,DSL,1315.35
telco_475,475,Month-to-month,74.7,1,1,Fiber optic,74.7
telco_476,476,Month-to-month,80.25,24,1,Fiber optic,1861.5
telco_477,477,Month-to-month,76.05,35,0,DSL,2747.2
telco_478,478,Month-to-month,75.7,7,0,DSL,554.05
telco_479,479,Month-to-month,96.1,5,1,Fiber optic,453.4
telco_480,480,Month-to-month,69.0,15,1,Fiber optic,994.8
telco_481,481,Two year,19.65,11,0,No,225.75
telco_482,482,Month-to-month,45.3,48,1,DSL,2145.0
telco_483,483,Month-to-month,81.45,20,0,Fiber optic,1671.6
telco_484,484,One year,108.5,72,0,Fiber optic,8003.8
telco_485,485,Month-to-month,83.55,8,1,Fiber optic,680.05
telco_486,486,Two year,84.5,72,0,Fiber optic,6130.85
telco_487,487,Month-to-month,100.15,15,0,Fiber optic,1415.0
telco_488,488,Two year,88.6,72,0,DSL,6201.95
telco_489,489,Two year,52.55,0,0,DSL,0.0
telco_490,490,Month-to-month,74.35,1,1,Fiber optic,74.35
telco_491,491,Two year,104.8,63,0,Fiber optic,6597.25
telco_492,492,Month-to-month,59.0,2,0,DSL,114.15
telco_493,493,Month-to-month,74.4,2,1,Fiber optic,139.4
telco_494,494,One year,64.05,61,0,DSL,3902.6
telco_495,495,Month-to-month,20.4,1,0,No,20.4
telco_496,496,One year,43.75,22,1,DSL,903.6
telco_497,497,Month-to-month,60.9,28,0,DSL,1785.65
telco_498,498,Two year,19.8,70,0,No,1397.65
telco_499,499,Month-to-month,28.45,5,1,DSL,131.05
telco_500,500,Month-to-month,99.7,12,1,Fiber optic,1238.45
telco_501,501,One year,116.25,34,0,Fiber optic,3899.05
telco_502,502,Two year,80.7,71,0,Fiber optic,5676.0
telco_503,503,One year,65.2,70,0,DSL,4543.15
telco_504,504,Month-to-month,84.05,52,0,Fiber optic,4326.8
telco_505,505,Two year,79.45,69,0,DSL,5502.55
telco_506,506,Month-to-month,94.1,20,1,Fiber optic,1782.4
telco_507,507,Month-to-month,78.0,11,0,Fiber optic,851.8
telco_508,508,Month-to-month,94.2,2,1,Fiber optic,167.5
telco_509,509,Month-to-month,80.5,6,1,Fiber optic,502.85
telco_510,510,Month-to-month,19.85,1,0,No,19.85
telco_511,511,One year,94.3,20,0,Fiber optic,1818.3
telco_512,512,Month-to-month,106.45,61,0,Fiber optic,6300.15
telco_513,513,Month-to-month,74.35,5,1,Fiber optic,334.8
telco_514,514,Month-to-month,105.45,56,0,Fiber optic,5916.95
telco_515,515,Month-to-month,95.0,30,0,Fiber optic,2852.4
telco_516,516,Month-to-month,104.8,40,1,Fiber optic,4131.95
telco_517,517,One year,54.3,28,0,DSL,1546.3
telco_518,518,Month-to-month,70.05,5,0,Fiber optic,302.6
telco_519,519,Month-to-month,75.2,27,1,Fiber optic,1929.35
telco_520,520,Month-to-month,20.05,12,0,No,265.45
telco_521,521,One year,105.4,67,0,Fiber optic,6989.45
telco_522,522,Month-to-month,51.6,29,0,DSL,1442.0
telco_523,523,Month-to-month,85.5,55,0,Fiber optic,4713.4
telco_524,524,Month-to-month,75.6,23,1,Fiber optic,1758.6
telco_525,525,Month-to-month,100.05,34,1,Fiber optic,3480.0
telco_526,526,One year,91.25,52,0,Fiber optic,4738.3
telco_527,527,Two year,115.75,72,0,Fiber optic,8399.15
telco_528,528,One year,94.7,58,0,Fiber optic,5430.35
telco_529,529,Two year,19.6,35,0,No,686.95
telco_530,530,Two year,99.9,56,0,Fiber optic,5706.3
telco_531,531,Two year,21.1,24,0,No,490.65
telco_532,532,Two year,20.05,70,0,No,1360.25
telco_533,533,Month-to-month,79.95,2,0,Fiber optic,174.45
telco_534,534,One year,107.15,68,0,Fiber optic,7379.8
telco_535,535,Month-to-month,85.0,1,1,Fiber optic,85.0
telco_536,536,Month-to-month,89.55,12,0,Fiber optic,1021.75
telco_537,537,Month-to-month,81.55,63,0,Fiber optic,5029.05
telco_538,538,One year,58.45,33,0,DSL,1955.4
telco_539,539,One year,95.65,69,0,Fiber optic,6744.2
telco_540,540,Two year,80.6,60,0,DSL,4946.7
telco_541,541,Two year,113.1,72,0,Fiber optic,8248.5
telco_542,542,Month-to-month,58.95,11,0,DSL,601.6
telco_543,543,Month-to-month,19.55,1,0,No,19.55
telco_544,544,Month-to-month,86.05,10,1,Fiber optic,834.1
telco_545,545,Month-to-month,45.55,13,1,DSL,597.0
telco_546,546,One year,78.95,34,0,Fiber optic,2647.2
telco_547,547,Month-to-month,86.3,39,1,Fiber optic,3266.0
telco_548,548,One year,105.05,65,0,Fiber optic,6744.25
telco_549,549,One year,101.9,50,0,Fiber optic,5265.5
telco_550,550,Month-to-month,19.75,15,0,No,311.6
telco_551,551,Two year,110.3,72,0,Fiber optic,7966.9
telco_552,552,Two year,115.6,72,0,Fiber optic,8220.4
telco_553,553,Two year,19.35,55,0,No,1153.25
telco_554,554,Two year,25.6,23,0,No,514.75
telco_555,555,Month-to-month,80.35,32,1,Fiber optic,2596.15
telco_556,556,One year,68.75,56,0,DSL,3808.0
telco_557,557,Month-to-month,19.9,1,0,No,19.9
telco_558,558,One year,70.6,38,0,DSL,2708.2
telco_559,559,Month-to-month,70.2,11,0,Fiber optic,760.05
telco_560,560,Month-to-month,49.3,1,0,DSL,49.3
telco_561,561,One year,107.25,56,0,Fiber optic,6033.3
telco_562,562,Month-to-month,23.6,3,0,No,89.05
telco_563,563,Month-to-month,69.7,7,0,DSL,516.15
telco_564,564,Two year,99.5,59,0,Fiber optic,5861.75
telco_565,565,Month-to-month,64.3,7,0,DSL,445.95
telco_566,566,Two year,70.85,71,0,DSL,4973.4
telco_567,567,One year,101.9,15,0,Fiber optic,1667.25
telco_568,568,Two year,73.5,71,0,DSL,5357.75
telco_569,569,Month-to-month,100.25,35,1,Fiber optic,3527.6
telco_570,570,One year,40.4,11,0,DSL,422.6
telco_571,571,Two year,19.25,60,0,No,1103.25
telco_572,572,Two year,59.6,47,0,DSL,2754.0
telco_573,573,One year,64.9,11,0,DSL,697.25
telco_574,574,One year,100.3,56,1,Fiber optic,5614.45
telco_575,575,Month-to-month,110.85,28,0,Fiber optic,3204.4
telco_576,576,Two year,81.05,61,0,DSL,4747.65
telco_577,577,One year,98.05,31,0,Fiber optic,3082.1
telco_578,578,Month-to-month,70.5,9,0,Fiber optic,597.9
telco_579,579,Month-to-month,94.55,35,0,Fiber optic,3365.4
telco_580,580,Month-to-month,19.65,2,0,No,38.8
telco_581,581,Month-to-month,19.0,12,1,No,233.55
telco_582,582,Month-to-month,75.3,1,1,Fiber optic,75.3
telco_583,583,Month-to-month,89.2,4,1,Fiber optic,346.2
telco_584,584,Month-to-month,19.0,1,0,No,19.0
telco_585,585,Month-to-month,20.0,3,0,No,61.7
telco_586,586,Month-to-month,85.7,1,1,Fiber optic,85.7
telco_587,587,Two year,63.25,52,0,DSL,3342.45
telco_588,588,One year,20.1,5,0,No,85.1
telco_589,589,Two year,99.15,72,0,Fiber optic,7422.1
telco_590,590,Two year,90.4,71,0,DSL,6668.05
telco_591,591,Two year,111.9,72,0,Fiber optic,8071.05
telco_592,592,One year,24.9,46,0,No,1174.8
telco_593,593,Two year,83.5,63,0,DSL,5435.0
telco_594,594,Month-to-month,84.3,30,0,Fiber optic,2438.6
telco_595,595,Month-to-month,45.6,1,0,DSL,45.6
telco_596,596,Month-to-month,61.65,12,1,DSL,713.75
telco_597,597,Two year,54.85,16,0,DSL,916.15
telco_598,598,Month-to-month,65.55,4,0,DSL,237.2
telco_599,599,One year,90.35,51,0,Fiber optic,4614.55
telco_600,600,Two year,20.4,65,0,No,1414.45
telco_601,601,Month-to-month,74.55,16,0,Fiber optic,1170.5
telco_602,602,One year,19.95,2,0,No,47.7
telco_603,603,One year,74.25,66,0,Fiber optic,4859.25
telco_604,604,Two year,108.65,46,0,Fiber optic,4903.2
telco_605,605,One year,109.55,32,0,Fiber optic,3608.0
telco_606,606,Two year,86.65,72,0,DSL,6094.25
telco_607,607,Two year,81.0,38,0,DSL,3084.9
telco_608,608,One year,47.85,51,0,DSL,2356.75
telco_609,609,Two year,114.55,72,0,Fiber optic,8306.05
telco_610,610,Month-to-month,105.25,65,1,Fiber optic,6786.4
telco_611,611,Month-to-month,29.95,9,1,DSL,248.95
telco_612,612,Month-to-month,65.0,9,1,DSL,663.05
telco_613,613,Two year,20.55,66,0,No,1357.1
telco_614,614,One year,109.8,44,0,Fiber optic,4860.35
telco_615,615,Two year,69.5,50,0,DSL,3418.2
telco_616,616,Month-to-month,48.85,15,0,DSL,631.4
telco_617,617,Month-to-month,25.25,8,0,DSL,186.3
telco_618,618,One year,102.85,66,0,Fiber optic,6976.75
telco_619,619,Month-to-month,87.55,57,0,Fiber optic,4884.85
telco_620,620,Month-to-month,78.55,7,0,Fiber optic,522.95
telco_621,621,Month-to-month,34.55,10,0,DSL,362.6
telco_622,622,One year,92.05,62,0,Fiber optic,5755.8
telco_623,623,One year,85.05,40,0,Fiber optic,3355.65
telco_624,624,Two year,19.7,20,0,No,406.95
telco_625,625,Month-to-month,20.0,7,1,No,137.6
telco_626,626,Month-to-month,95.15,25,0,Fiber optic,2395.7
telco_627,627,Month-to-month,84.25,23,0,Fiber optic,1968.1
telco_628,628,One year,104.6,66,0,Fiber optic,6819.45
telco_629,629,Two year,111.65,72,0,Fiber optic,7943.45
telco_630,630,Month-to-month,90.05,49,1,Fiber optic,4547.25
telco_631,631,Month-to-month,110.75,43,1,Fiber optic,4687.9
telco_632,632,Month-to-month,55.0,46,0,DSL,2473.95
telco_633,633,Two year,89.85,72,0,DSL,6562.9
telco_634,634,One year,20.35,10,0,No,176.3
telco_635,635,One year,54.55,40,0,DSL,2236.2
telco_636,636,Month-to-month,105.5,65,1,Fiber optic,6985.65
telco_637,637,Two year,99.45,31,0,Fiber optic,3109.9
telco_638,638,Two year,70.9,68,0,DSL,4911.35
telco_639,639,One year,104.55,56,1,Fiber optic,5794.65
telco_640,640,Month-to-month,85.25,10,1,Fiber optic,855.3
telco_641,641,Two year,25.4,68,0,No,1620.2
telco_642,642,Month-to-month,56.15,43,1,DSL,2499.3
telco_643,643,Month-to-month,89.55,1,1,Fiber optic,89.55
telco_644,644,One year,89.85,49,0,Fiber optic,4287.2
telco_645,645,Month-to-month,25.25,15,0,No,394.85
telco_646,646,Month-to-month,94.55,20,1,Fiber optic,1899.65
telco_647,647,Month-to-month,45.7,1,1,DSL,45.7
telco_648,648,One year,69.65,50,0,DSL,3442.15
telco_649,649,Month-to-month,89.5,2,1,Fiber optic,161.5
telco_650,650,Month-to-month,70.0,24,0,Fiber optic,1732.6
telco_651,651,Month-to-month,69.55,3,1,Fiber optic,222.3
telco_652,652,Month-to-month,74.6,1,1,Fiber optic,74.6
telco_653,653,Two year,20.1,35,0,No,655.3
telco_654,654,Month-to-month,24.8,17,0,No,475.25
telco_655,655,Month-to-month,19.65,8,1,No,164.3
telco_656,656,Month-to-month,95.1,10,0,Fiber optic,865.1
telco_657,657,Two year,88.85,68,0,DSL,6132.7
telco_658,658,One year,78.8,45,0,DSL,3597.5
telco_659,659,One year,19.85,2,1,No,35.9
telco_660,660,Month-to-month,20.35,37,0,No,697.65
telco_661,661,Month-to-month,24.25,4,1,DSL,96.05
telco_662,662,Month-to-month,45.25,10,0,DSL,428.7
telco_663,663,Month-to-month,20.05,1,0,No,20.05
telco_664,664,Two year,69.55,65,0,DSL,4459.15
telco_665,665,Two year,19.5,57,0,No,1167.6
telco_666,666,Month-to-month,74.75,3,0,Fiber optic,238.1
telco_667,667,Month-to-month,69.65,2,1,Fiber optic,145.15
telco_668,668,Month-to-month,30.2,49,0,DSL,1453.1
telco_669,669,Month-to-month,45.65,4,1,DSL,191.05
telco_670,670,Two year,57.8,70,0,DSL,4039.3
telco_671,671,One year,19.85,53,0,No,1039.45
telco_672,672,Two year,25.55,53,0,No,1336.1
telco_673,673,Month-to-month,75.05,1,1,Fiber optic,75.05
telco_674,674,Month-to-month,24.85,22,0,No,493.4
telco_675,675,Month-to-month,49.15,52,1,DSL,2550.9
telco_676,676,Two year,110.35,65,0,Fiber optic,7246.15
telco_677,677,One year,24.55,48,0,No,1203.95
telco_678,678,Month-to-month,34.7,2,1,DSL,62.25
telco_679,679,Month-to-month,107.95,3,0,Fiber optic,313.6
telco_680,680,Month-to-month,81.4,45,0,Fiber optic,3775.85
telco_681,681,Month-to-month,80.0,1,1,Fiber optic,80.0
telco_682,682,Two year,73.8,61,0,DSL,4616.05
telco_683,683,Month-to-month,64.4,3,0,DSL,195.65
telco_684,684,One year,103.75,40,0,Fiber optic,4188.4
telco_685,685,Month-to-month,71.1,1,0,Fiber optic,71.1
telco_686,686,Month-to-month,49.9,1,0,DSL,49.9
telco_687,687,One year,24.6,51,0,No,1266.4
telco_688,688,Month-to-month,49.25,2,1,DSL,91.1
telco_689,689,One year,30.1,52,0,DSL,1623.4
telco_690,690,Month-to-month,83.4,51,0,Fiber optic,4149.45
telco_691,691,Month-to-month,20.45,1,0,No,20.45
telco_692,692,One year,75.25,31,0,DSL,2344.5
telco_693,693,One year,20.55,47,0,No,1013.05
telco_694,694,Month-to-month,75.1,3,1,Fiber optic,270.7
telco_695,695,One year,20.05,22,0,No,417.0
telco_696,696,Month-to-month,20.65,1,0,No,20.65
telco_697,697,Two year,85.15,72,0,DSL,6316.2
telco_698,698,Month-to-month,50.15,3,1,DSL,168.15
telco_699,699,One year,84.95,47,0,Fiber optic,4018.05
telco_700,700,Two year,66.5,72,0,DSL,4811.6
telco_701,701,Two year,63.3,66,0,DSL,4189.7
telco_702,702,Month-to-month,83.15,35,0,Fiber optic,2848.45
telco_703,703,Month-to-month,84.9,29,0,Fiber optic,2516.2
telco_704,704,Month-to-month,20.55,2,0,No,33.6
telco_705,705,Month-to-month,49.25,4,0,DSL,208.45
telco_706,706,Month-to-month,79.85,25,1,Fiber optic,2015.35
telco_707,707,Two year,59.6,65,0,DSL,3739.8
telco_708,708,One year,104.65,27,0,Fiber optic,2964.0
telco_709,709,Month-to-month,75.3,29,0,Fiber optic,2263.4
telco_710,710,Month-to-month,80.1,29,0,DSL,2211.8
telco_711,711,Month-to-month,19.55,1,1,No,19.55
telco_712,712,Month-to-month,81.0,20,0,Fiber optic,1683.7
telco_713,713,Two year,24.7,58,0,No,1519.0
telco_714,714,Month-to-month,86.0,14,0,Fiber optic,1164.05
telco_715,715,Two year,25.4,72,0,No,1710.9
telco_716,716,Month-to-month,89.15,46,0,Fiber optic,4245.55
telco_717,717,Two year,58.25,71,0,DSL,4145.9
telco_718,718,Month-to-month,85.65,32,0,Fiber optic,2664.3
telco_719,719,Month-to-month,50.35,26,0,DSL,1277.5
telco_720,720,Month-to-month,80.35,68,0,Fiber optic,5589.3
telco_721,721,One year,20.2,2,0,No,34.75
telco_722,722,Two year,20.55,61,0,No,1305.95
telco_723,723,Month-to-month,85.95,4,1,Fiber optic,381.3
telco_724,724,Month-to-month,45.35,3,1,DSL,141.5
telco_725,725,Month-to-month,94.5,33,1,Fiber optic,3105.55
telco_726,726,Month-to-month,21.25,9,0,No,204.55
telco_727,727,Two year,26.25,22,0,No,605.9
telco_728,728,Month-to-month,80.85,5,0,Fiber optic,356.1
telco_729,729,Month-to-month,91.7,30,1,Fiber optic,2758.15
telco_730,730,Two year,74.2,65,0,DSL,4805.65
telco_731,731,Month-to-month,87.25,45,1,Fiber optic,3941.7
telco_732,732,Month-to-month,20.35,5,0,No,92.75
telco_733,733,Month-to-month,75.5,25,0,Fiber optic,1901.05
telco_734,734,Two year,79.05,72,0,Fiber optic,5730.7
telco_735,735,Month-to-month,90.15,27,0,Fiber optic,2423.4
telco_736,736,Month-to-month,50.6,32,0,DSL,1653.45
telco_737,737,One year,110.45,30,0,Fiber optic,3327.05
telco_738,738,Two year,101.0,70,0,Fiber optic,7085.5
telco_739,739,Month-to-month,79.35,42,0,Fiber optic,3344.1
telco_740,740,Two year,89.85,72,0,DSL,6697.35
telco_741,741,Two year,65.0,47,0,DSL,2879.9
telco_742,742,Month-to-month,80.45,2,0,Fiber optic,137.1
telco_743,743,Month-to-month,98.55,10,1,Fiber optic,1008.55
telco_744,744,Two year,24.1,61,0,No,1551.6
telco_745,745,Month-to-month,44.05,5,0,DSL,202.15
telco_746,746,Two year,110.8,72,0,Fiber optic,7882.25
telco_747,747,Two year,114.95,72,0,Fiber optic,8196.4
telco_748,748,Month-to-month,75.05,3,0,Fiber optic,202.9
telco_749,749,Two year,19.25,48,0,No,855.1
telco_750,750,One year,90.05,63,0,Fiber optic,5817.0
telco_751,751,Month-to-month,56.7,27,0,DSL,1652.95
telco_752,752,Two year,80.15,70,0,DSL,5600.15
telco_753,753,Month-to-month,71.35,7,0,DSL,515.75
telco_754,754,Two year,20.25,0,0,No,0.0
telco_755,755,Month-to-month,90.35,2,0,Fiber optic,190.5
telco_756,756,Month-to-month,98.55,20,1,Fiber optic,1842.8
telco_757,757,Two year,19.7,66,0,No,1253.8
telco_758,758,Month-to-month,19.85,3,0,No,57.2
telco_759,759,Month-to-month,85.9,15,1,Fiber optic,1269.55
telco_760,760,Two year,90.35,72,0,Fiber optic,6563.4
telco_761,761,Month-to-month,20.8,1,0,No,20.8
telco_762,762,Month-to-month,89.25,22,1,Fiber optic,1907.85
telco_763,763,Month-to-month,70.3,3,1,Fiber optic,208.85
telco_764,764,Two year,66.85,72,0,DSL,4758.8
telco_765,765,Two year,19.9,65,0,No,1292.6
telco_766,766,Month-to-month,35.8,11,0,DSL,363.15
telco_767,767,Month-to-month,78.85,22,0,Fiber optic,1600.25
telco_768,768,One year,20.4,14,0,No,275.7
telco_769,769,Month-to-month,74.25,41,0,Fiber optic,3089.1
telco_770,770,One year,64.8,17,0,DSL,1175.6
telco_771,771,Month-to-month,20.45,11,0,No,237.3
telco_772,772,Month-to-month,93.35,15,1,Fiber optic,1444.65
telco_773,773,Month-to-month,19.9,1,1,No,19.9
telco_774,774,Month-to-month,88.9,5,1,Fiber optic,454.15
telco_775,775,One year,95.8,33,1,Fiber optic,3036.75
telco_776,776,Two year,110.65,72,0,Fiber optic,8065.65
telco_777,777,Month-to-month,40.3,3,0,DSL,92.5
telco_778,778,Month-to-month,82.0,2,1,Fiber optic,184.65
telco_779,779,One year,107.0,59,0,Fiber optic,6152.3
telco_780,780,Month-to-month,45.35,2,1,DSL,89.5
telco_781,781,Two year,73.35,71,0,DSL,5154.5
telco_782,782,Month-to-month,44.8,5,0,DSL,220.45
telco_783,783,Month-to-month,54.75,27,0,DSL,1510.3
telco_784,784,Month-to-month,52.2,1,1,DSL,52.2
telco_785,785,One year,40.6,63,0,DSL,2588.95
telco_786,786,One year,110.0,46,1,Fiber optic,4874.8
telco_787,787,Two year,55.3,72,0,DSL,3983.6
telco_788,788,Month-to-month,60.85,34,0,DSL,2003.6
telco_789,789,One year,78.4,24,0,DSL,1832.4
telco_790,790,Two year,69.65,72,0,DSL,4908.25
telco_791,791,Two year,59.85,60,0,DSL,3590.2
telco_792,792,One year,76.9,68,0,DSL,5023.0
telco_793,793,Two year,19.85,8,0,No,146.6
telco_794,794,Two year,67.65,34,0,DSL,2339.3
telco_795,795,Month-to-month,45.0,6,0,DSL,298.7
telco_796,796,Month-to-month,64.2,2,0,DSL,143.65
telco_797,797,One year,81.7,31,0,Fiber optic,2548.65
telco_798,798,Month-to-month,25.55,20,0,No,507.4
telco_799,799,Month-to-month,20.0,1,0,No,20.0
telco_800,800,One year,96.75,62,1,Fiber optic,6125.4
telco_801,801,Two year,75.65,70,0,Fiber optic,5411.4
telco_802,802,Month-to-month,98.5,10,1,Fiber optic,1058.25
telco_803,803,Two year,23.8,39,0,No,903.8
telco_804,804,Two year,64.2,46,0,DSL,3009.5
telco_805,805,Month-to-month,85.35,6,1,Fiber optic,489.45
telco_806,806,Two year,76.8,72,0,DSL,5468.45
telco_807,807,Month-to-month,55.2,18,0,DSL,1058.1
telco_808,808,Two year,108.55,71,0,Fiber optic,7616.0
telco_809,809,Month-to-month,101.3,40,1,Fiber optic,4113.1
telco_810,810,Month-to-month,69.55,1,1,Fiber optic,69.55
telco_811,811,One year,103.25,58,1,Fiber optic,6017.65
telco_812,812,Two year,104.0,70,1,Fiber optic,7250.15
telco_813,813,Two year,25.25,42,0,No,1108.2
telco_814,814,One year,30.4,34,0,DSL,938.65
telco_815,815,Month-to-month,20.05,5,0,No,94.15
telco_816,816,Month-to-month,84.6,25,0,Fiber optic,2088.05
telco_817,817,Month-to-month,86.2,2,1,Fiber optic,178.7
telco_818,818,One year,103.7,55,0,Fiber optic,5656.75
telco_819,819,Month-to-month,111.2,21,1,Fiber optic,2317.1
telco_820,820,Two year,88.0,70,0,Fiber optic,5986.45
telco_821,821,Month-to-month,106.35,61,0,Fiber optic,6751.35
telco_822,822,Two year,79.15,43,0,DSL,3566.6
telco_823,823,One year,103.1,47,0,Fiber optic,4889.3
telco_824,824,Month-to-month,63.95,5,0,DSL,318.1
telco_825,825,Two year,25.8,62,0,No,1563.95
telco_826,826,Month-to-month,89.45,16,1,Fiber optic,1430.25
telco_827,827,Month-to-month,95.6,7,1,Fiber optic,644.35
telco_828,828,Month-to-month,25.55,14,0,No,372.45
telco_829,829,One year,90.95,60,1,Fiber optic,5453.4
telco_830,830,Month-to-month,44.85,34,0,DSL,1442.6
telco_831,831,One year,108.55,50,1,Fiber optic,5610.7
telco_832,832,Two year,25.05,38,0,No,963.95
telco_833,833,One year,74.1,70,0,DSL,5222.3
telco_834,834,Month-to-month,88.8,37,0,Fiber optic,3340.55
telco_835,835,Month-to-month,78.85,4,1,Fiber optic,292.8
telco_836,836,Month-to-month,93.25,60,0,Fiber optic,5774.55
telco_837,837,One year,71.4,62,0,DSL,4487.3
telco_838,838,Month-to-month,44.4,1,1,DSL,44.4
telco_839,839,Month-to-month,79.2,36,0,DSL,2854.95
telco_840,840,Two year,20.4,44,0,No,905.55
telco_841,841,One year,100.0,55,1,Fiber optic,5509.3
telco_842,842,Two year,105.0,72,0,Fiber optic,7589.8
telco_843,843,One year,19.8,12,1,No,229.6
telco_844,844,Month-to-month,30.85,13,0,DSL,394.1
telco_845,845,Month-to-month,89.9,1,1,Fiber optic,89.9
telco_846,846,One year,20.55,15,0,No,295.95
telco_847,847,Two year,84.85,65,0,DSL,5459.2
telco_848,848,One year,33.15,12,0,DSL,444.75
telco_849,849,Two year,92.0,72,0,DSL,6782.15
telco_850,850,Two year,89.8,72,0,DSL,6510.45
telco_851,851,Two year,115.8,72,0,Fiber optic,8476.5
telco_852,852,Two year,85.15,52,0,DSL,4461.85
telco_853,853,Month-to-month,24.85,2,0,No,62.0
telco_854,854,Month-to-month,64.35,5,0,DSL,352.65
telco_855,855,Two year,20.5,68,0,No,1424.9
telco_856,856,One year,100.15,62,1,Fiber optic,6413.65
telco_857,857,Two year,86.05,72,0,DSL,6309.65
telco_858,858,Month-to-month,50.8,1,1,DSL,50.8
telco_859,859,One year,89.0,66,0,Fiber optic,5898.6
telco_860,860,Two year,64.8,72,0,DSL,4719.75
telco_861,861,One year,19.8,26,0,No,457.3
telco_862,862,Two year,93.4,64,0,Fiber optic,5822.3
telco_863,863,Month-to-month,73.65,20,1,Fiber optic,1463.5
telco_864,864,Month-to-month,95.1,3,1,Fiber optic,307.4
telco_865,865,Month-to-month,94.65,22,1,Fiber optic,2104.55
telco_866,866,Month-to-month,80.6,4,1,Fiber optic,319.15
